id,_title,_description,keywords,_circa,_date created,_material,_width,_height,_depicts,_Lat,_Lon,year,_creator
0071824cx041-02,Panorama do Rio de Janeiro tomado do Morro do Castelo,nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10332478"">Morro do Castelo</a>",-22.905194,-43.173251,1890,Marc Ferrez
0071824cx042-01,Rua das Laranjeiras,nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2408889"">Cosme Velho</a>",-22.934619,-43.187928,1885,Marc Ferrez
0071824cx042-02,Ilha D'água,nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.805972,-43.123188,1890,Marc Ferrez
0071824cx042-03,Ilha D'água,nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.803308,-43.118004,1890,Marc Ferrez
0071824cx042-06,Ilha Fiscal,"A Ilha Fiscal localiza-se no interior da baía de Guanabara, fronteira ao centro histórico da cidade do Rio de Janeiro. A ilha celebrizou-se por ter abrigado o famoso baile da Ilha Fiscal, a última grande festa do Império antes da Proclamação da República, em 15 de Novembro de 1889. Atualmente abriga um museu histórico-cultural, subordinado à Diretoria do Patrimônio Histórico e Documentação da Marinha.",Marc Ferrez,1884 – 1894,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q224101"">Baía de Guanabara</a>",-22.898521,-43.165182,1889,Marc Ferrez
0071824cx042-07,Ilha Fiscal,"A Ilha Fiscal localiza-se no interior da baía de Guanabara, fronteira ao centro histórico da cidade do Rio de Janeiro. A ilha celebrizou-se por ter abrigado o famoso baile da Ilha Fiscal, a última grande festa do Império antes da Proclamação da República, em 15 de Novembro de 1889. Atualmente abriga um museu histórico-cultural, subordinado à Diretoria do Patrimônio Histórico e Documentação da Marinha.",Marc Ferrez,1884 – 1894,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q224101"">Baía de Guanabara</a>",-22.895684,-43.165661,1889,Marc Ferrez
0071824cx042-08,"Palácio do Catete, atual Museu da República",nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.926070000000006,-43.17678,1890,Marc Ferrez
0071824cx042-09,"Palácio do Catete, atual Museu da República",nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.926070000000006,-43.17678,1890,Marc Ferrez
0071824cx042-10,Ilha Fiscal,"A Ilha Fiscal localiza-se no interior da baía de Guanabara, fronteira ao centro histórico da cidade do Rio de Janeiro. A ilha celebrizou-se por ter abrigado o famoso baile da Ilha Fiscal, a última grande festa do Império antes da Proclamação da República, em 15 de Novembro de 1889. Atualmente abriga um museu histórico-cultural, subordinado à Diretoria do Patrimônio Histórico e Documentação da Marinha.",Marc Ferrez,1884 – 1894,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q224101"">Baía de Guanabara</a>",-22.897933,-43.164807,1889,Marc Ferrez
0071824cx042-11,Bairro da Glória tomado do Morro do Castelo,Destaque para a Igreja de Nossa Senhora da Glória do Outeiro.,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10332478"">Morro do Castelo</a>",-22.9087,-43.174931,1890,Marc Ferrez
0071824cx042-13,Monumento em homenagem a José de Alencar,Monumento inaugurado em 7 de maio de 1897.,Marc Ferrez,1897 – 1902,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,N.A.,-22.932823000000006,-43.177463,1899,Marc Ferrez
0071824cx043a-01,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia de Icaraí, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa da vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1879 – 1889,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.904568,-43.118687,1884,Marc Ferrez
0071824cx043a-03,Pedra de Itapuca,"Pedra de Itapuca, em Niterói, trata-se de um monumento natural localizado entre as praias de Icaraí e das Flechas, sob a designação indígena de Itapuca (pedra furada) por haver tido, em sua forma original, um túnel natural. A pedra foi parcialmente demolida por ordens do Presidente da Província, Conselheiro Pedreira, para dar prosseguimento ao Plano de Arruamento de 1840-1841, criando uma comunicação direta entre os bairros do Ingá e Icaraí.",Marc Ferrez,1879 – 1889,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10352795"">Praia de Icaraí</a>",-22.905351,-43.119398,1884,Marc Ferrez
0071824cx043a-11,Marinha - embarcação não identificada,Provavelmente se trata de uma barca para a estação de Niterói ou Paquetá.,Marc Ferrez,1885 – 1910,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q224101"">Baía de Guanabara</a>",-22.902429,-43.171766,1897,Marc Ferrez
0071824cx045-03,"Estrada de Ferro do Corcovado com o Mirante Chapéu do Sol, Km 3.6","Trecho da Estrada de Ferro do Corcovado, Km 3.6, entre a estação das Paineiras e a estação final no alto do Corcovado.",Marc Ferrez,1884 – 1889,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q14942956"">Tijuca Forest</a>",-22.951561,-43.210532,1886,Marc Ferrez
0071824cx045-04,"Vista da enseada de Botafogo, a partir do Mirante Dona Marta",Destaque para o Morro do Pão de Açucar e para o Morro da Viúva.,Marc Ferrez,1880 – 1900,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q506938"">Corcovado</a>",-22.945241,-43.196708,1890,Marc Ferrez
0071824cx045-10,"Estrada de Ferro do Corcovado, Viaduto do Silvestre, Km 1 (aproximadamente)","Em 1882 D. Pedro II deu permissão a Francisco Pereira Passos para construção e exploração da Estrada de Ferro do Corcovado, que foi inaugurada em 1884 pelo próprio imperador. Silvestre tem esse nome por causa de Silvestre Pires de Carvalho, dono de uma chácara em Santa Teresa adquirida em 1853 pelo governo para um novo reservatório a serviço da água que descia do Rio da Carioca para os chafarizes do Largo de mesmo nome. Ficava no fim da rua do Aqueduto, lugar da futura estação de trem do Corcovado.",Marc Ferrez,1884 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q14942956"">Tijuca Forest</a>",-22.946326000000006,-43.20509000000001,1887,Marc Ferrez
0071824cx045-11,"Estrada de Ferro do Corcovado, Viaduto do Silvestre, Km 1 (aproximadamente)","Em 1882 D. Pedro II deu permissão a Francisco Pereira Passos para construção e exploração da Estrada de Ferro do Corcovado, que foi inaugurada em 1884 pelo próprio imperador. Silvestre tem esse nome por causa de Silvestre Pires de Carvalho, dono de uma chácara em Santa Teresa adquirida em 1853 pelo governo para um novo reservatório a serviço da água que descia do Rio da Carioca para os chafarizes do Largo de mesmo nome. Ficava no fim da rua do Aqueduto, lugar da futura estação de trem do Corcovado.",Marc Ferrez,1884 – 1980,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q14942956"">Tijuca Forest</a>",-22.946181,-43.205176,1932,Marc Ferrez
0071824cx045-12,Rua das Laranjeiras,nan,Marc Ferrez,1882 – 1892,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q727335"">Laranjeiras</a>",-22.940258,-43.196921,1887,Marc Ferrez
0071824cx046-02,Bairro do Flamengo visto do Morro da Nova Cintra,"Destaque para a Igreja Nossa Senhora da Glória e para o Largo do Machado. Ao fundo, o Pão de Açúcar e o Morro da Viúva.",Marc Ferrez,1885 – 1995,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q22049663"">Morro da Nova Cintra</a>",-22.929221,-43.181842,1940,Marc Ferrez
0071824cx046-05,"Entrada da Baía de Guanabara, com destaque para o Morro do Pão de Açúcar",nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,N.A.,N.A.,N.A.,-22.942416,-43.150071,1885,Marc Ferrez
0071824cx049b-02,"Entrada da Baía de Guanabara vista a partir de Niterói., ao fundo o Pão de Açúcar","É possível ver também os morros do Corcovado, Dois Irmãos e Pedra da Gávea.",Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.943522,-43.115448,1885,Marc Ferrez
0071824cx049b-06,Morro do Corcovado a partir do Jardim Botânico,nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.962777,-43.202279,1885,Marc Ferrez
0071824cx049b-08,Interior do Jardim Botânico,nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q45242"">Jardim Botânico do Rio de Janeiro</a>",-22.968476000000006,-43.224456,1885,Marc Ferrez
0071824cx050-01,Rua do Ouvidor,"Vista da Rua do Ouvidor, com Escola Politécnica ao fundo (atual IFCS/UFRJ).",Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",-22.903763,-43.178368,1890,Marc Ferrez
0071824cx050-06,"Jardim Botânico, antiga entrada lateral",A entrada antiga ficava ao lado da aleia das Palmeiras.,Marc Ferrez,1875 – 1885,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.969065,-43.221963,1880,Marc Ferrez
0071824cx056-01,"Museu Nacional, antigo Palácio Imperial de São Cristóvão","Ao longo do tempo, o Paço de São Cristóvão, que abriga hoje o Museu Nacional, sofreu diversas transformações, como a ampliação do palácio feita por D. Pedro II a partir de 1850.",Marc Ferrez,1882 – 1892,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.903667,-43.223551,1887,Marc Ferrez
0071824cx056-02,"Museu Nacional, antigo Palácio Imperial de São Cristóvão","Ao longo do tempo, o Paço de São Cristóvão, que abriga hoje o Museu Nacional, sofreu diversas transformações, como a ampliação do palácio feita por D. Pedro II a partir de 1850.",Marc Ferrez,1882 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.903667,-43.223551,1888,Marc Ferrez
0071824cx056-04,"Monumento em homenagem ao Marechal Osório, estátua equestre, em frente ao Paço Imperial","Estátua equestre do Marechal Manuel Luis Osório, localizada na praça XV de Novembro e inaugurada no dia 12 de novembro de 1894.",Marc Ferrez,1897 – 1907,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",-22.929657,-43.185865,1902,Marc Ferrez
0071824cx056-05,Monumento em homenagem ao Visconde de Rio Branco,Escultura de autoria de Félix Maurice Charpentier. A inauguração ocorreu em 13 de maio de 1902.,Marc Ferrez,1902 – 1907,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1532671"">Glória</a>",-22.921159,-43.17648300000001,1904,Marc Ferrez
0071824cx056-06,Monumento em homenagem ao Visconde de Rio Branco,Escultura de autoria de Félix Maurice Charpentier. A inauguração ocorreu em 13 de maio de 1902.,Marc Ferrez,1902 – 1907,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1532671"">Glória</a>",-22.92115,-43.176433,1904,Marc Ferrez
0071824cx056-07,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353390"">Praça Tiradentes</a>",-22.906843,-43.182507,1885,Marc Ferrez
0071824cx056-08,"Monumento em homenagem ao General Osório, estátua equestre, em frente ao Paço Imperial","Estátua equestre do Marechal Manuel Luis Osório, localizada na praça XV de Novembro, inaugurada no dia 12 de novembro de 1894.",Marc Ferrez,1894 – 1900,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",-22.902994,-43.174549,1897,Marc Ferrez
0071824cx057-03,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353390"">Praça Tiradentes</a>",-22.906651,-43.18272,1885,Marc Ferrez
0071824cx057-04,Morro do Corcovado a partir da Avenida Beira Mar,nan,Marc Ferrez,1890 – 1900,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,N.A.,-22.961853,-43.202842,1895,Marc Ferrez
0071824cx057-09,Panorama do Rio de Janeiro visto do Morro do Castelo,nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10332478"">Morro do Castelo</a>",-22.906288,-43.173721,1890,Marc Ferrez
0071824cx057-10,Ilha da Boa Viagem,nan,Marc Ferrez,1875 – 1885,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q178725"">Niterói</a>",-22.907704000000006,-43.128456,1880,Marc Ferrez
0071824cx057-11,Ilha da Boa Viagem,nan,Marc Ferrez,1875 – 1885,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.908259,-43.129624,1880,Marc Ferrez
0071824cx060-01,Baía de Guanabara vista de Niterói,nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.934067,-43.125681,1885,Marc Ferrez
0071824cx060-04,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1875 – 1885,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353390"">Praça Tiradentes</a>",-22.906824,-43.182463,1880,Marc Ferrez
0071824cx060-05,Centro do Rio de Janeiro visto a partir da Ilha das Cobras,Destaque para o prédio da alfandega e para as cúpulas da Igreja da Candelária.,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q5997836"">Ilha das Cobras</a>",-22.896368,-43.173925,1890,Marc Ferrez
0071824cx060-06,"Largo do Paço, monumento em homenagem ao General Osório, estátua equestre",nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",-22.902684,-43.173847,1885,Marc Ferrez
0071824cx060-07,"Monumento em homenagem a D. Pedro I, estátua equestre","A estátua equestre de D. Pedro I  foi inaugurada em 1862, com projeto de João Maximiano Mafra, executado pelo escultor francês Louis Rochet a mando do imperador Pedro II do Brasil.",Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,N.A.,-22.90686,-43.182519,1890,Marc Ferrez
0071824cx063-02,Ilha da Boa Viagem,nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.908396,-43.130361,1890,Marc Ferrez
0071824cx063-06,"Ilha da Boa Viagem, Capela de Nossa Senhora da Boa Viagem",nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10301100"">Ilha da Boa Viagem</a>",-22.913492,-43.131396,1885,Marc Ferrez
0071824cx063-08,Ilha do Catalão,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII. Foram construídas, na ilha, sucessivamente, três fortificações: Fortaleza de Santa Margarida, Forte Agostinho e Fortaleza Pau da Bandeira. Em 1761, o complexo de fortificações recebeu o nome de Fortaleza de São José da Ilha das Cobras.",Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.841253,-43.224757,1885,Marc Ferrez
0071824cx063-09,Ilha da Boa Viagem,nan,Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.908037,-43.129742,1890,Marc Ferrez
0071824cx063-10,Ilha do Bom Jesus,"A Ilha do Bom Jesus da Coluna era uma ilha localizada no interior da baía de Guanabara, na cidade do Rio de Janeiro, no Brasil. Entre 1949 e 1952, a ilha foi integrada por meio de aterro a sete ilhas vizinhas, formando a atual Ilha do Fundão.",Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q224101"">Baía de Guanabara</a>",-22.857042,-43.212793,1885,Marc Ferrez
0071824cx064-10,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1879 – 1889,N.A.,NEGATIVO/ Vidro,18.0 cm,24.0 cm,N.A.,-22.909799,-43.125132,1884,Marc Ferrez
0071824cx064-11,Pedra do Índio,"Pedra do Índio é um monumento de formação rochosa que se localiza na Praia das Flechas, do município de Niterói, estado do Rio de Janeiro. Conta-se uma história de quando Arariboia (o fundador da cidade) derrotou os franceses e recebeu de Estácio de Sá o direito de escolha para qualquer região da Guanabara como recompensa pela vitória, o cacique dos tupis logo apontou para as ""águas escondidas"" (em tupi: Niterói). Ao entrar na pequena baía que forma a orla Boa Viagem-Jurujuba, Araribóia avistou a pedra e achou obra de Tupã uma formação rochosa baseada em sua face.",Marc Ferrez,1879 – 1889,N.A.,NEGATIVO/ Vidro,N.A.,N.A.,N.A.,-22.909322,-43.124739,1884,Marc Ferrez
0071824cx064-14,Ilha do Catalão,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII.",Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.8427,-43.224249,1890,Marc Ferrez
0071824cx065-02,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,1909 – 1915,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",-22.909709,-43.175696,1912,Marc Ferrez
0071824cx065-03,"Vista da Escola Nacional de Belas Artes, à esquerda o Teatro Municipal","Foto do cruzamento da Rua Evaristo da Veiga com a Avenida Rio Branco, vê-se parte do Theatro Municipal e o edifício construído para abrigar a Escola Nacional de Belas Artes.",Marc Ferrez,1905 – 1915,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",-22.909701,-43.17628,1910,Marc Ferrez
0071824cx065-05,Biblioteca Nacional,nan,Marc Ferrez,1910 – 1910,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",-22.910619,-43.176098,1910,Marc Ferrez
0071824cx065-06,Palácio Monroe,"Palácio Monroe, inaugurado em 1904 com a exposição Universal de Saint Louis, foi demolido em 1975 na Cinelândia.",Marc Ferrez,1904 – 1910,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",-22.912654,-43.174338,1907,Marc Ferrez
0071824cx065-07,Bairro do Flamengo visto do Morro Nova Cintra,"Destaque para a Igreja Nossa Senhora da Glória, o Largo do Machado, parte do Morro da Viúva e para o Morro do Pão de Açúcar.",Marc Ferrez,1885 – 1895,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,N.A.,-22.928832,-43.183658,1890,Marc Ferrez
0071824cx065-08,"Enseada de Botafogo vista do alto do Corcovado, com o Morro do Pão de Açúcar ao fundo",nan,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q506938"">Corcovado</a>",-22.951697,-43.210244,1885,Marc Ferrez
0071824cx065-09,Imprensa Nacional,"Prédio da Imprensa Nacional, ao fundo o morro de Santo Antônio. Inaugurado em 1877, o prédio da Imprensa Nacional foi demolido em 1941. O projeto é assinado pelo arquiteto carioca Antonio de Paula Freitas.",Marc Ferrez,1889 – 1899,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",-22.906569,-43.178173,1894,Marc Ferrez
0071824cx065-10,Palácio Monroe,"Palácio Monroe, inaugurado em 1904 com a exposiçao Universal de Saint Louis, foi demolido em 1975 na Cinelândia.",Marc Ferrez,1904 – 1910,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",-22.912654,-43.174338,1907,Marc Ferrez
0071824cx065-11,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,1909 – 1915,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",-22.910004,-43.175746,1912,Marc Ferrez
0071824cx065-12,Teatro Municipal,"Teatro inaugurado em 1909, como parte do conjunto arquitetônico das obras de reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos.",Marc Ferrez,1909 – 1915,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q579694"">Cinelândia</a>",-22.909709,-43.175696,1912,Marc Ferrez
0071824cx066-08,Vista da Igreja de Nossa Senhora de Copacabana,Tomada das proximidades da atual entrada do forte de Copacabana.,Marc Ferrez,1880 – 1890,N.A.,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",-22.987386,-43.188495,1885,Marc Ferrez
